user_id,age,gender,location,session_duration,num_sessions,level,tasks_completed,revenue,purchases,average_revenue_per_user,game_version,platform,os_version,ad_campaign_cost,new_users_from_ads,retention_rate,game_rating,player_reviews,registration_date,event_date,user_event
4,54,Male,USA,114.33886138910387,22,60,13,87.93244633625606,1,43.96622316812803,1.0,Android,12.0,30.193695591309506,40,0.5559862552362529,2.267542208689083,58,2021-02-10,2023-04-22,Clicked Shop Button
89,28,Male,Asia,85.7921576765028,4,34,48,51.42270112659776,1,25.71135056329888,2.0,Android,10.0,36.74914858149477,12,0.3676167793146379,2.3421107653995934,4,2023-01-17,2021-10-05,Logged In
60,53,Female,Asia,39.276003993535966,13,4,28,53.9191079513633,0,53.9191079513633,2.0,Android,11.0,5.524181398403244,35,0.10706547473818757,2.3495713249950656,31,2022-06-18,2022-09-23,Clicked Play Button
14,30,Male,Asia,17.116966058848494,45,17,30,25.50934328323794,0,25.50934328323794,1.0,iOS,10.0,43.10520367257401,8,0.25230661684877753,1.4913599154284167,5,2021-06-11,2022-05-02,Logged In
9,20,Female,Asia,94.9097442846676,42,4,3,76.78763636337113,0,76.78763636337113,3.0,iOS,11.0,41.95961714357692,46,0.8527569546165236,1.3385704288490055,93,2023-10-16,2023-11-23,Logged In
90,50,Female,USA,79.07716046973033,49,43,17,75.17945873672564,0,75.17945873672564,2.0,iOS,10.0,32.649636577085886,13,0.5169191244040724,1.1859841587652173,25,2022-11-23,2022-10-25,Clicked Play Button
53,23,Male,Europe,10.541391425229065,20,90,19,58.83656892176566,0,58.83656892176566,3.0,iOS,11.0,25.11374322976937,11,0.8977817637033054,1.443825044137347,36,2021-02-26,2022-03-11,Clicked Play Button
2,27,Male,USA,46.405803578612506,13,4,46,21.266428651134284,1,10.633214325567142,2.0,iOS,11.0,36.07445865658362,31,0.5198534002917929,2.374828368542472,12,2022-01-17,2021-12-05,Clicked Play Button
84,22,Female,USA,115.03197878069291,17,1,42,9.701821823708945,0,9.701821823708945,1.0,iOS,12.0,0.29641076684390755,37,0.5351491298322146,3.3754872231322284,92,2022-06-02,2023-01-20,Clicked Play Button
92,40,Male,USA,62.54613175667314,36,71,43,6.4238575857125895,1,3.2119287928562947,3.0,Android,10.0,29.622037769922972,2,0.41347441034628196,1.7525877088376358,68,2023-12-25,2021-04-24,Logged In
60,27,Female,Europe,54.763850642266036,33,94,8,59.26960666428778,0,59.26960666428778,3.0,iOS,12.0,42.37030674646183,15,0.3480323349851314,4.552035384010551,24,2022-06-18,2022-09-23,Clicked Play Button
71,19,Male,Asia,57.635454593318805,1,50,12,82.50353191428,1,41.25176595714,3.0,Android,12.0,17.844994358737743,19,0.30123644250635584,4.233529724957798,12,2023-02-23,2022-09-07,Clicked Shop Button
44,30,Male,Asia,29.021513260593828,15,73,14,85.83304317809248,0,85.83304317809248,3.0,Android,10.0,5.4144678241458415,31,0.37473649290453914,3.0821084512366546,87,2021-03-26,2022-04-12,Clicked Shop Button
8,57,Male,Asia,47.401324649451446,13,61,26,46.36220743434498,1,23.18110371717249,2.0,Android,11.0,21.043862487160307,22,0.46788086472034573,3.8968393232534395,94,2023-10-31,2021-10-21,Clicked Play Button
47,19,Female,Europe,47.52852443852531,17,35,14,78.4271299306717,0,78.4271299306717,2.0,Android,12.0,36.35522245292535,16,0.2535935601846321,2.4653140987950337,19,2021-10-20,2022-09-17,Clicked Play Button
35,37,Male,Asia,11.020827321559327,24,8,27,94.68801963410236,0,94.68801963410236,3.0,Android,10.0,5.365060518533626,15,0.2799000734445567,1.1471111709323596,71,2023-01-24,2022-12-21,Logged In
78,18,Female,Europe,93.2702772795606,8,24,36,27.5170112488068,0,27.5170112488068,2.0,iOS,11.0,10.3024280106445,37,0.3172358149347513,4.617331390130159,59,2023-06-25,2021-03-31,Clicked Play Button
81,54,Female,Asia,52.89800966894608,27,83,18,39.79603463807572,0,39.79603463807572,3.0,iOS,12.0,7.377592341434997,7,0.45940791354467136,1.511173953031288,72,2022-12-14,2023-03-22,Logged In
36,26,Female,Asia,99.55068698388868,45,36,25,93.14789925966807,1,46.57394962983403,3.0,iOS,12.0,39.847387778761245,18,0.6222506934513945,4.791749385518606,20,2021-06-05,2023-08-07,Logged In
50,34,Female,USA,102.79002012878797,23,50,25,33.823096731728484,0,33.823096731728484,1.0,iOS,12.0,3.1446311226243417,29,0.7849169202290298,3.28753035306444,60,2022-02-12,2022-11-05,Clicked Play Button
4,26,Male,Europe,29.379316290345677,46,43,24,91.38762903217963,1,45.693814516089816,3.0,Android,11.0,34.32932510572165,33,0.32970546974971465,2.2222522440857198,83,2021-02-10,2023-04-22,Clicked Shop Button
2,28,Female,USA,80.59565044956479,8,27,25,98.10448622544658,0,98.10448622544658,2.0,Android,12.0,18.322846037659566,13,0.2469826722731499,2.9820984932473786,78,2022-01-17,2021-12-05,Clicked Play Button
6,32,Female,USA,59.3124074787429,8,32,25,66.18107285744247,1,33.09053642872124,3.0,Android,11.0,37.78956214426511,21,0.40307797188044403,3.0065192356923767,25,2022-07-08,2022-10-13,Clicked Play Button
54,41,Male,USA,106.21802486097079,26,78,45,81.68902895041683,0,81.68902895041683,1.0,iOS,12.0,48.21917093920188,43,0.8155064610974846,1.0931483177703276,53,2022-01-31,2023-12-03,Logged In
4,55,Female,Europe,29.810178105292223,47,18,27,74.95455642210852,0,74.95455642210852,2.0,iOS,10.0,5.727264979324115,16,0.10788858266971157,2.4218394075365546,41,2021-02-10,2023-04-22,Clicked Shop Button
54,52,Male,Europe,82.94851803565508,13,28,48,69.95342576155238,1,34.97671288077619,1.0,iOS,12.0,15.719252053372923,14,0.6422948928461963,3.9594631981716697,10,2022-01-31,2023-12-03,Logged In
93,47,Female,Asia,74.89149405906309,39,29,17,30.693107298123255,0,30.693107298123255,1.0,iOS,10.0,40.50627138594285,49,0.48172803712926526,3.040276755802832,36,2021-09-05,2022-08-03,Logged In
63,48,Male,USA,38.95966992076077,37,16,31,5.709433790794371,0,5.709433790794371,3.0,Android,10.0,13.307919302558824,47,0.22883697196854405,1.9769204680383368,10,2023-10-30,2022-07-04,Clicked Shop Button
18,22,Female,Asia,20.70910391988485,49,99,2,34.30517325196506,1,17.15258662598253,1.0,Android,10.0,10.756029852302046,31,0.35681722101957336,2.340439440147776,26,2023-06-24,2021-10-05,Logged In
90,31,Male,USA,79.93857245488681,28,47,1,66.69359852039067,0,66.69359852039067,1.0,iOS,11.0,41.268898893448586,12,0.27996003510162715,4.4522175724637965,93,2022-11-23,2022-10-25,Clicked Play Button
44,28,Female,Europe,89.93870768521803,25,59,32,10.252919822780138,1,5.126459911390069,2.0,iOS,10.0,49.354118200298515,20,0.8022657343120979,3.1021986806009183,82,2021-03-26,2022-04-12,Clicked Shop Button
34,26,Female,Europe,41.297144532785246,16,31,41,1.1917982978242092,0,1.1917982978242092,1.0,Android,12.0,27.84402950739829,48,0.4854987071559922,3.113408490204944,33,2023-01-10,2023-03-17,Logged In
74,51,Male,Europe,79.15574946256609,2,4,18,13.969237260293866,1,6.984618630146933,3.0,Android,11.0,13.902437416666963,39,0.5504754222979943,4.84586983620404,37,2022-08-11,2022-02-24,Clicked Shop Button
62,29,Male,USA,50.44005437532287,18,37,16,71.57359264107953,1,35.786796320539764,3.0,Android,10.0,19.928298080002698,32,0.5749500954696165,2.2835255961465735,60,2022-04-10,2022-07-21,Clicked Shop Button
14,52,Male,Europe,87.01879157750103,17,17,43,97.2793701656444,1,48.6396850828222,3.0,Android,11.0,8.50651636918045,26,0.6116936996818849,2.9181645004249135,86,2021-06-11,2022-05-02,Logged In
95,52,Male,USA,27.909756612816107,30,39,32,98.30646996148205,1,49.153234980741026,1.0,iOS,11.0,38.094363944537626,34,0.496444552300744,4.246854390883335,52,2022-12-02,2022-09-29,Logged In
48,18,Female,Asia,107.37472530316005,39,48,11,49.39791491401879,0,49.39791491401879,2.0,Android,11.0,38.673700891138395,15,0.11429882466905267,4.035648995548119,64,2023-09-06,2022-01-07,Clicked Shop Button
15,57,Female,USA,38.052103593541666,13,46,48,86.93523009923474,0,86.93523009923474,3.0,Android,12.0,43.756049619124724,27,0.3677781495317215,2.0631976877146903,2,2021-02-21,2021-03-30,Clicked Play Button
72,39,Male,Asia,47.29538859195758,32,90,2,73.6826455751504,1,36.8413227875752,1.0,Android,10.0,1.3301281798281939,33,0.24709859257679298,1.6043641904215433,66,2021-01-15,2023-10-28,Logged In
78,46,Female,USA,11.680574489240225,29,48,42,50.104023698460345,0,50.104023698460345,3.0,Android,11.0,28.099067081318964,46,0.6441142743293415,3.802818304749473,27,2023-06-25,2021-03-31,Clicked Play Button
87,25,Male,Asia,17.823904416946785,46,39,48,57.276053295508675,0,57.276053295508675,3.0,iOS,11.0,10.71277171715922,0,0.14536372109603735,2.030624707228779,13,2023-04-06,2022-06-13,Clicked Play Button
62,28,Male,Europe,64.32411881191774,30,4,25,13.722714661687107,0,13.722714661687107,2.0,iOS,11.0,17.044150774617854,40,0.5510427128893154,4.6907033140969645,51,2022-04-10,2022-07-21,Clicked Shop Button
40,58,Female,Asia,35.77315782371672,18,30,34,93.7661460616592,1,46.8830730308296,3.0,iOS,10.0,39.24778076432538,47,0.2685053778194407,1.5169907759569043,29,2021-04-22,2021-07-30,Clicked Play Button
85,54,Female,Europe,101.08022596035235,13,30,7,35.19297707317768,0,35.19297707317768,2.0,iOS,11.0,9.601682618074808,30,0.8590766707736489,2.273260800539106,57,2022-08-16,2021-10-28,Clicked Play Button
80,31,Female,Europe,6.689739695319692,43,22,35,44.61492564571695,0,44.61492564571695,1.0,iOS,11.0,31.917087529054484,35,0.36843275374922846,1.219148987699655,53,2023-02-23,2022-09-30,Clicked Play Button
82,47,Female,Asia,48.59581559727266,21,75,6,67.16602309978987,1,33.583011549894934,3.0,iOS,12.0,32.728309561179906,43,0.36017695309970743,3.8132212274535124,68,2022-01-26,2023-05-18,Clicked Shop Button
53,52,Female,USA,43.79473787844566,30,66,45,33.39024715265539,0,33.39024715265539,1.0,Android,10.0,47.70469574511503,32,0.838707734392579,4.565050595661593,14,2021-02-26,2022-03-11,Clicked Play Button
24,38,Female,USA,7.222677555524119,21,12,45,25.425916098893055,1,12.712958049446527,1.0,Android,12.0,38.75804642644685,32,0.43387833624331307,3.543498109324028,37,2022-12-16,2023-05-12,Clicked Shop Button
26,54,Female,USA,19.302365885058677,48,94,35,63.10493932702206,1,31.55246966351103,1.0,Android,10.0,40.181757357684674,38,0.8702898673485938,4.751012062045934,77,2023-01-17,2022-08-29,Logged In
89,22,Male,USA,52.568907615643056,17,36,15,2.498408228184945,1,1.2492041140924726,3.0,Android,10.0,26.58003745089467,17,0.1193362817068028,1.5140159140048386,13,2023-01-17,2021-10-05,Logged In
60,36,Male,USA,61.679427211456364,40,18,23,72.07251120266788,0,72.07251120266788,2.0,iOS,10.0,9.339040358118533,22,0.3450756601617171,1.3509357090507956,56,2022-06-18,2022-09-23,Clicked Play Button
41,31,Male,Europe,51.49332093430995,19,90,0,51.402336987650976,0,51.402336987650976,3.0,Android,12.0,21.27816828591758,22,0.6329543682131449,4.353650924669483,58,2023-03-17,2023-12-18,Clicked Play Button
29,43,Male,USA,66.05783301739079,15,53,48,60.57537305209344,1,30.28768652604672,1.0,iOS,12.0,27.47447867559102,14,0.8126855716221109,4.422044701546031,7,2023-04-02,2023-10-11,Clicked Play Button
15,21,Male,Europe,73.44014261415337,9,71,24,63.188015924688514,1,31.594007962344257,2.0,Android,12.0,33.920962585685615,25,0.30512447440662716,4.324158108428513,71,2021-02-21,2021-03-30,Clicked Play Button
45,42,Female,Europe,6.1412394297010975,10,1,9,52.70501564925637,1,26.352507824628184,1.0,Android,12.0,30.38545559159636,29,0.8443820735709345,4.195859610134983,18,2022-01-07,2021-12-20,Clicked Play Button
65,59,Male,Europe,58.370943337152944,44,58,15,58.253377744073596,1,29.126688872036798,2.0,Android,11.0,19.698891445862177,24,0.5752971731993506,2.448913455754641,31,2021-09-21,2023-01-18,Logged In
89,42,Male,Asia,115.80241270207266,31,90,15,68.37882008898745,1,34.18941004449373,3.0,iOS,11.0,13.265655349792072,44,0.7408065945583328,1.869848334365551,94,2023-01-17,2021-10-05,Logged In
71,35,Male,Asia,64.6887122148981,23,87,7,75.31188471796742,1,37.65594235898371,2.0,Android,11.0,8.411542160184155,15,0.4177658434455178,4.71521607999116,28,2023-02-23,2022-09-07,Clicked Shop Button
9,57,Male,Europe,82.91736075777962,30,90,28,72.74523912861206,0,72.74523912861206,3.0,iOS,10.0,34.692269313613316,38,0.26974430605349864,2.228000731393336,40,2023-10-16,2023-11-23,Logged In
88,25,Male,Asia,40.86434366044157,33,6,38,86.96164577322617,1,43.48082288661308,1.0,iOS,11.0,32.26993371562425,47,0.8289883323581545,2.593630728656129,74,2022-09-23,2021-05-20,Logged In
1,56,Male,USA,94.0090084875677,9,70,27,18.944343316740277,1,9.472171658370138,2.0,Android,10.0,34.36862328789033,44,0.8465086947249749,3.7982358378065326,44,2023-08-22,2021-01-17,Clicked Shop Button
8,57,Male,USA,93.88597041575323,47,44,5,40.114796949179755,1,20.057398474589878,1.0,iOS,12.0,18.626372640139742,13,0.4980601153233084,2.1734243199759504,12,2023-10-31,2021-10-21,Clicked Play Button
88,31,Female,Europe,64.94904548022598,1,72,15,94.7796066014457,0,94.7796066014457,2.0,iOS,10.0,13.120391128537252,16,0.10519601279940521,4.276520886244005,26,2022-09-23,2021-05-20,Logged In
63,49,Female,USA,117.24158967710956,44,24,19,39.65905743863297,0,39.65905743863297,3.0,Android,10.0,37.986066434046265,11,0.1878263629363236,1.280138494527125,18,2023-10-30,2022-07-04,Clicked Shop Button
11,55,Male,Europe,19.43827469770514,35,86,15,12.487007690592266,0,12.487007690592266,2.0,Android,11.0,38.682369752766704,28,0.5584223681853774,4.164730669555738,25,2023-03-22,2023-03-14,Clicked Shop Button
81,50,Female,Europe,6.9489814623018145,11,19,6,52.54451263621795,0,52.54451263621795,2.0,Android,12.0,22.78081869834203,31,0.11902136184150898,3.4074052904712167,52,2022-12-14,2023-03-22,Logged In
8,40,Female,USA,93.56819435206604,34,18,40,10.949097255446215,1,5.474548627723108,3.0,Android,12.0,30.595204238366208,23,0.4175295391893562,3.2919745764543715,50,2023-10-31,2021-10-21,Clicked Play Button
35,32,Female,Asia,97.8228867969615,16,95,13,20.28532387278652,0,20.28532387278652,3.0,Android,11.0,18.67598321158706,12,0.3426959564576101,2.8335081565546427,36,2023-01-24,2022-12-21,Logged In
35,50,Female,USA,18.823831348866268,9,30,42,99.83187565709567,1,49.91593782854783,3.0,Android,12.0,35.09736000599034,19,0.6714786203217638,2.1081823851336896,8,2023-01-24,2022-12-21,Logged In
33,42,Male,USA,35.5420257902397,32,42,25,54.1362638396132,1,27.0681319198066,2.0,iOS,12.0,41.78607983239356,14,0.14446293835834823,2.8562811417249465,91,2023-06-12,2022-08-10,Clicked Play Button
5,34,Female,Europe,7.018521787162324,15,33,25,28.405838904042902,1,14.202919452021451,1.0,Android,12.0,34.41166386678247,3,0.49098501518183,2.8001140480747493,95,2023-12-23,2021-07-08,Clicked Shop Button
41,50,Female,Europe,38.73049023976494,12,74,13,99.4774954573906,1,49.7387477286953,2.0,Android,11.0,25.629131342356825,33,0.5632914159004843,3.33501675513228,51,2023-03-17,2023-12-18,Clicked Play Button
28,19,Female,Europe,93.91131550064722,33,12,6,96.65589185551433,1,48.32794592775716,2.0,iOS,12.0,22.932897974618516,27,0.5938328608420942,2.126297143422121,53,2022-08-09,2023-11-28,Clicked Shop Button
7,31,Male,Europe,64.56546068694658,45,94,32,44.073904108426355,1,22.036952054213177,1.0,Android,10.0,32.115982548787215,49,0.42412613761355267,1.310382327904596,2,2023-12-12,2023-12-21,Logged In
73,57,Male,Asia,45.03099321435313,14,27,25,26.04031087879084,0,26.04031087879084,3.0,iOS,10.0,33.99054458006651,1,0.3434942267436408,1.580357786556553,95,2023-11-04,2022-11-07,Clicked Play Button
72,57,Male,Asia,47.75001891422798,8,39,44,83.839963809219,0,83.839963809219,2.0,Android,12.0,27.93647217622695,46,0.645994426989719,3.7967097258462914,68,2021-01-15,2023-10-28,Logged In
12,56,Male,Asia,5.155666957278838,8,9,19,71.56207169717858,0,71.56207169717858,1.0,Android,11.0,31.24711375536975,29,0.778055238481996,1.089969318542162,7,2023-10-16,2022-03-07,Clicked Shop Button
34,23,Male,Europe,39.477060670002125,27,21,2,68.69414350035103,0,68.69414350035103,3.0,iOS,11.0,4.829434124726611,25,0.6548941102263031,4.42577217858172,13,2023-01-10,2023-03-17,Logged In
33,23,Male,Europe,79.342755288362,12,76,3,89.31137413224725,0,89.31137413224725,3.0,Android,11.0,47.58827580711634,46,0.8456818923657773,3.7775893099196534,2,2023-06-12,2022-08-10,Clicked Play Button
48,20,Male,Europe,117.03236103888106,1,29,25,68.94171338713247,1,34.47085669356623,2.0,iOS,12.0,39.5386531866017,25,0.6738108202863418,4.072346165230865,23,2023-09-06,2022-01-07,Clicked Shop Button
