user_id,age,gender,location,time_spent,num_sessions,level,tasks_completed,registration_date,event_date,revenue,purchases,event_type,Earnings_advertisement
4,48,Female,Europe,3207,21,9,45,2022-05-30,2022-06-10,48,81,shop,0
4,48,Female,Europe,3207,21,9,45,2022-05-30,2022-06-26,0,0,login,0
4,48,Female,Europe,3207,21,9,45,2022-05-30,2022-06-17,0,0,view_advert,30
4,48,Female,Europe,3207,21,9,45,2022-05-30,2022-06-27,0,0,login,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-06-26,0,0,view_advert,37
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-06-05,0,0,login,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-05-22,84,39,shop,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-06-29,61,90,shop,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-05-16,65,34,shop,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-05-20,18,75,shop,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-04-26,9,82,shop,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-06-09,0,0,login,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-06-02,0,0,view_advert,88
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-05-20,0,0,login,0
5,36,Male,Europe,2515,37,19,95,2022-04-25,2022-05-30,11,1,shop,0
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-03-12,0,0,view_advert,42
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-03-23,0,0,view_advert,17
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-05-20,40,53,shop,0
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-05-18,0,0,login,0
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-04-23,0,0,login,0
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-02-15,0,0,view_advert,12
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-04-19,0,0,login,0
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-05-09,0,0,view_advert,99
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-05-07,86,46,shop,0
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-05-17,0,0,login,0
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-05-09,0,0,view_advert,36
6,39,Female,Europe,1967,80,1,5,2022-01-21,2022-06-01,0,0,login,0
7,27,Male,Europe,2434,40,2,10,2022-03-04,2022-06-02,41,81,shop,0
7,27,Male,Europe,2434,40,2,10,2022-03-04,2022-04-06,0,0,view_advert,59
7,27,Male,Europe,2434,40,2,10,2022-03-04,2022-05-23,0,0,login,0
8,41,Male,Europe,1440,93,7,35,2022-01-21,2022-05-15,89,100,shop,0
8,41,Male,Europe,1440,93,7,35,2022-01-21,2022-05-11,0,0,login,0
8,41,Male,Europe,1440,93,7,35,2022-01-21,2022-05-25,0,0,login,0
8,41,Male,Europe,1440,93,7,35,2022-01-21,2022-05-04,0,0,view_advert,61
8,41,Male,Europe,1440,93,7,35,2022-01-21,2022-05-12,0,0,login,0
8,41,Male,Europe,1440,93,7,35,2022-01-21,2022-03-21,0,0,login,0
8,41,Male,Europe,1440,93,7,35,2022-01-21,2022-03-13,0,0,view_advert,10
8,41,Male,Europe,1440,93,7,35,2022-01-21,2022-04-05,75,10,shop,0
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-05-14,21,67,shop,0
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-05-10,0,0,login,0
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-04-11,0,0,view_advert,59
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-05-01,0,0,login,0
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-06-03,43,20,shop,0
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-04-07,0,0,login,0
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-05-23,84,73,shop,0
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-04-06,69,58,shop,0
9,49,Male,Europe,1597,62,19,95,2022-04-03,2022-04-17,0,0,view_advert,78
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-05-17,27,23,shop,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-04-26,0,0,login,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-04-30,82,24,shop,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-06-14,0,0,login,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-05-29,12,87,shop,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-05-20,93,64,shop,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-06-29,0,0,login,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-06-04,9,71,shop,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-04-07,37,35,shop,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-06-14,0,0,view_advert,53
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-05-27,43,57,shop,0
10,50,Male,Europe,502,86,32,160,2022-04-03,2022-04-21,0,0,view_advert,44
11,18,Female,Europe,612,84,28,140,2022-01-02,2022-04-16,52,27,shop,0
11,18,Female,Europe,612,84,28,140,2022-01-02,2022-02-11,0,0,view_advert,32
11,18,Female,Europe,612,84,28,140,2022-01-02,2022-06-13,0,0,view_advert,2
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-03-18,26,84,shop,0
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-03-12,0,0,login,0
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-05-01,0,0,view_advert,3
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-03-28,39,77,shop,0
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-04-21,0,0,login,0
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-04-22,0,0,login,0
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-06-17,0,0,login,0
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-04-04,4,16,shop,0
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-03-11,95,73,shop,0
12,26,Female,Europe,3274,55,6,30,2022-03-11,2022-05-25,0,0,view_advert,92
13,17,Female,Europe,18,88,7,35,2022-03-25,2022-05-24,0,0,view_advert,31
13,17,Female,Europe,18,88,7,35,2022-03-25,2022-06-07,81,68,shop,0
13,17,Female,Europe,18,88,7,35,2022-03-25,2022-06-19,0,0,login,0
13,17,Female,Europe,18,88,7,35,2022-03-25,2022-05-27,17,17,shop,0
13,17,Female,Europe,18,88,7,35,2022-03-25,2022-04-18,0,0,login,0
13,17,Female,Europe,18,88,7,35,2022-03-25,2022-05-05,0,0,login,0
13,17,Female,Europe,18,88,7,35,2022-03-25,2022-05-31,67,27,shop,0
14,16,Male,Europe,1009,61,32,160,2022-02-28,2022-04-30,0,0,view_advert,89
14,16,Male,Europe,1009,61,32,160,2022-02-28,2022-05-20,0,0,login,0
15,39,Female,Europe,1569,31,30,150,2022-01-30,2022-06-14,0,0,view_advert,33
16,29,Male,Europe,2455,71,5,25,2022-06-22,2022-06-26,0,0,view_advert,86
16,29,Male,Europe,2455,71,5,25,2022-06-22,2022-06-29,0,0,login,0
16,29,Male,Europe,2455,71,5,25,2022-06-22,2022-06-27,0,0,view_advert,47
16,29,Male,Europe,2455,71,5,25,2022-06-22,2022-06-28,99,20,shop,0
16,29,Male,Europe,2455,71,5,25,2022-06-22,2022-06-22,0,0,login,0
16,29,Male,Europe,2455,71,5,25,2022-06-22,2022-06-28,0,0,login,0
17,30,Male,Europe,1864,97,40,200,2022-01-19,2022-03-25,0,0,view_advert,93
17,30,Male,Europe,1864,97,40,200,2022-01-19,2022-03-08,62,37,shop,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-02-17,0,0,view_advert,87
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-05-29,0,0,login,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-05-30,15,37,shop,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-04-29,0,0,view_advert,40
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-03-27,0,0,login,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-03-11,0,0,login,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-06-02,0,0,login,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-06-02,65,53,shop,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-04-07,0,0,login,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-02-01,0,0,view_advert,56
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-02-18,0,0,login,0
18,49,Male,Europe,460,36,30,150,2022-01-07,2022-06-03,0,0,view_advert,31
19,29,Male,Europe,1595,54,6,30,2022-02-21,2022-03-04,29,73,shop,0
19,29,Male,Europe,1595,54,6,30,2022-02-21,2022-06-04,0,0,view_advert,15
19,29,Male,Europe,1595,54,6,30,2022-02-21,2022-03-23,0,0,view_advert,48
19,29,Male,Europe,1595,54,6,30,2022-02-21,2022-03-06,97,52,shop,0
19,29,Male,Europe,1595,54,6,30,2022-02-21,2022-03-14,91,12,shop,0
19,29,Male,Europe,1595,54,6,30,2022-02-21,2022-04-27,0,0,view_advert,49
19,29,Male,Europe,1595,54,6,30,2022-02-21,2022-05-31,4,93,shop,0
19,29,Male,Europe,1595,54,6,30,2022-02-21,2022-05-08,0,0,login,0
20,21,Male,Europe,2345,22,30,150,2022-01-22,2022-02-13,0,0,view_advert,39
20,21,Male,Europe,2345,22,30,150,2022-01-22,2022-06-21,0,0,login,0
20,21,Male,Europe,2345,22,30,150,2022-01-22,2022-04-28,0,0,view_advert,2
20,21,Male,Europe,2345,22,30,150,2022-01-22,2022-02-02,87,18,shop,0
21,45,Female,Europe,1584,60,3,15,2022-04-27,2022-05-25,0,0,login,0
21,45,Female,Europe,1584,60,3,15,2022-04-27,2022-05-07,0,0,view_advert,68
21,45,Female,Europe,1584,60,3,15,2022-04-27,2022-05-31,35,40,shop,0
21,45,Female,Europe,1584,60,3,15,2022-04-27,2022-06-03,28,82,shop,0
21,45,Female,Europe,1584,60,3,15,2022-04-27,2022-04-28,0,0,login,0
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-05-30,0,0,login,0
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-06-11,0,0,view_advert,63
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-06-23,0,0,login,0
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-05-11,0,0,view_advert,17
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-05-03,76,55,shop,0
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-06-27,0,0,view_advert,72
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-05-16,0,0,view_advert,81
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-06-29,0,0,login,0
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-05-07,0,0,view_advert,7
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-06-28,0,0,view_advert,20
22,31,Male,Europe,1979,62,22,110,2022-04-29,2022-05-30,36,56,shop,0
23,44,Female,Europe,1270,92,1,5,2022-02-01,2022-05-11,90,31,shop,0
23,44,Female,Europe,1270,92,1,5,2022-02-01,2022-04-04,0,0,login,0
24,17,Female,Europe,2823,21,16,80,2022-01-11,2022-02-11,14,27,shop,0
24,17,Female,Europe,2823,21,16,80,2022-01-11,2022-06-24,34,89,shop,0
24,17,Female,Europe,2823,21,16,80,2022-01-11,2022-04-28,18,99,shop,0
24,17,Female,Europe,2823,21,16,80,2022-01-11,2022-01-26,84,36,shop,0
24,17,Female,Europe,2823,21,16,80,2022-01-11,2022-03-08,79,33,shop,0
24,17,Female,Europe,2823,21,16,80,2022-01-11,2022-05-04,66,5,shop,0
24,17,Female,Europe,2823,21,16,80,2022-01-11,2022-02-19,18,31,shop,0
24,17,Female,Europe,2823,21,16,80,2022-01-11,2022-06-04,69,41,shop,0
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-04-16,0,0,login,0
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-04-24,0,0,login,0
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-05-12,62,20,shop,0
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-06-14,40,68,shop,0
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-04-09,89,58,shop,0
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-06-25,0,0,view_advert,35
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-05-27,0,0,view_advert,81
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-05-05,0,0,view_advert,87
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-06-23,0,0,view_advert,59
25,31,Male,Europe,2104,53,1,5,2022-03-31,2022-05-02,81,12,shop,0
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-06-03,0,0,login,0
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-04-25,49,16,shop,0
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-05-21,0,0,login,0
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-04-22,51,37,shop,0
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-06-18,0,0,login,0
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-05-07,0,0,view_advert,49
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-04-08,0,0,view_advert,58
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-03-14,0,0,view_advert,13
26,17,Female,Europe,1889,69,6,30,2022-03-14,2022-06-22,0,0,login,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-02-11,0,0,login,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-04-16,56,39,shop,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-01-30,38,85,shop,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-04-03,15,87,shop,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-03-11,4,66,shop,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-02-17,62,42,shop,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-05-18,0,0,view_advert,75
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-03-21,0,0,login,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-05-09,0,0,login,0
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-03-23,0,0,view_advert,51
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-06-09,0,0,view_advert,39
27,29,Female,Europe,723,4,25,125,2022-01-01,2022-02-13,0,0,login,0
28,36,Male,Europe,1051,95,18,90,2022-04-22,2022-06-16,0,0,view_advert,46
29,44,Female,Europe,709,13,4,20,2022-04-19,2022-05-01,18,20,shop,0
30,31,Male,Europe,2223,75,32,160,2022-02-07,2022-03-01,0,0,view_advert,60
30,31,Male,Europe,2223,75,32,160,2022-02-07,2022-05-21,17,38,shop,0
30,31,Male,Europe,2223,75,32,160,2022-02-07,2022-06-05,69,73,shop,0
30,31,Male,Europe,2223,75,32,160,2022-02-07,2022-05-13,0,0,view_advert,95
30,31,Male,Europe,2223,75,32,160,2022-02-07,2022-04-19,11,95,shop,0
30,31,Male,Europe,2223,75,32,160,2022-02-07,2022-03-06,0,0,login,0
30,31,Male,Europe,2223,75,32,160,2022-02-07,2022-04-03,0,0,login,0
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-02-22,76,40,shop,0
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-01-16,0,0,view_advert,48
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-05-28,0,0,view_advert,66
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-01-22,0,0,login,0
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-01-26,0,0,login,0
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-03-16,38,32,shop,0
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-03-04,0,0,login,0
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-03-09,70,51,shop,0
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-02-16,0,0,view_advert,97
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-05-26,0,0,login,0
31,33,Male,Europe,2552,44,24,120,2022-01-05,2022-02-19,22,6,shop,0
32,40,Female,Europe,3452,83,26,130,2022-05-06,2022-06-22,0,0,view_advert,56
32,40,Female,Europe,3452,83,26,130,2022-05-06,2022-06-01,66,51,shop,0
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-06-03,0,0,view_advert,96
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-02-07,73,87,shop,0
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-01-18,0,0,view_advert,21
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-06-01,0,0,login,0
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-05-29,99,12,shop,0
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-03-17,0,0,login,0
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-04-01,0,0,view_advert,88
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-06-02,86,88,shop,0
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-02-05,95,91,shop,0
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-03-24,0,0,view_advert,7
33,23,Male,Europe,3029,84,25,125,2022-01-11,2022-03-09,70,89,shop,0
34,32,Female,Europe,2173,34,30,150,2022-05-10,2022-06-10,0,0,login,0
34,32,Female,Europe,2173,34,30,150,2022-05-10,2022-06-18,0,0,login,0
34,32,Female,Europe,2173,34,30,150,2022-05-10,2022-06-28,0,0,login,0
35,21,Male,Europe,1168,29,16,80,2022-05-02,2022-06-13,0,0,view_advert,100
35,21,Male,Europe,1168,29,16,80,2022-05-02,2022-06-25,0,0,view_advert,77
35,21,Male,Europe,1168,29,16,80,2022-05-02,2022-05-26,0,0,view_advert,2
36,45,Female,Europe,2062,94,14,70,2022-05-24,2022-06-07,0,0,login,0
36,45,Female,Europe,2062,94,14,70,2022-05-24,2022-06-25,0,0,view_advert,40
36,45,Female,Europe,2062,94,14,70,2022-05-24,2022-06-07,0,0,view_advert,87
36,45,Female,Europe,2062,94,14,70,2022-05-24,2022-06-18,0,0,view_advert,27
36,45,Female,Europe,2062,94,14,70,2022-05-24,2022-06-12,84,31,shop,0
36,45,Female,Europe,2062,94,14,70,2022-05-24,2022-06-16,0,0,login,0
37,32,Female,Europe,3376,53,20,100,2022-06-05,2022-06-13,0,0,login,0
37,32,Female,Europe,3376,53,20,100,2022-06-05,2022-06-20,0,0,login,0
37,32,Female,Europe,3376,53,20,100,2022-06-05,2022-06-13,0,0,login,0
37,32,Female,Europe,3376,53,20,100,2022-06-05,2022-06-14,3,38,shop,0
37,32,Female,Europe,3376,53,20,100,2022-06-05,2022-06-18,0,0,view_advert,6
37,32,Female,Europe,3376,53,20,100,2022-06-05,2022-06-11,0,0,login,0
37,32,Female,Europe,3376,53,20,100,2022-06-05,2022-06-05,0,0,login,0
37,32,Female,Europe,3376,53,20,100,2022-06-05,2022-06-25,0,0,view_advert,45
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-06-12,57,44,shop,0
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-06-07,0,0,login,0
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-06-17,0,0,view_advert,45
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-05-21,0,0,view_advert,80
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-06-07,0,0,login,0
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-05-21,0,0,login,0
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-06-15,0,0,login,0
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-05-29,66,67,shop,0
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-06-07,0,0,login,0
38,48,Male,Europe,3340,49,5,25,2022-05-20,2022-06-21,0,0,view_advert,36
39,24,Male,Europe,2574,38,23,115,2022-04-07,2022-04-24,0,0,login,0
39,24,Male,Europe,2574,38,23,115,2022-04-07,2022-05-25,14,40,shop,0
39,24,Male,Europe,2574,38,23,115,2022-04-07,2022-04-30,0,0,login,0
39,24,Male,Europe,2574,38,23,115,2022-04-07,2022-05-27,0,0,login,0
39,24,Male,Europe,2574,38,23,115,2022-04-07,2022-06-29,62,52,shop,0
39,24,Male,Europe,2574,38,23,115,2022-04-07,2022-04-28,0,0,view_advert,50
39,24,Male,Europe,2574,38,23,115,2022-04-07,2022-06-14,0,0,login,0
39,24,Male,Europe,2574,38,23,115,2022-04-07,2022-06-15,62,55,shop,0
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-06-26,0,0,view_advert,85
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-03-29,0,0,login,0
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-04-19,63,3,shop,0
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-03-17,0,0,login,0
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-06-10,0,0,view_advert,39
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-05-11,0,0,view_advert,96
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-06-29,0,0,login,0
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-05-17,0,0,view_advert,33
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-03-27,0,0,view_advert,8
40,24,Female,Europe,116,33,39,195,2022-02-04,2022-06-26,0,0,view_advert,1
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-04-07,0,0,view_advert,35
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-06-17,0,0,view_advert,55
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-05-13,0,0,login,0
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-06-28,0,0,view_advert,22
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-05-30,14,81,shop,0
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-04-28,0,0,view_advert,38
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-05-18,100,83,shop,0
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-05-11,0,0,login,0
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-05-14,0,0,view_advert,60
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-05-18,21,47,shop,0
41,16,Male,Europe,2060,98,10,50,2022-03-21,2022-05-08,0,0,login,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-04-19,91,14,shop,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-05-04,30,80,shop,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-05-04,5,94,shop,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-05-29,48,61,shop,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-04-18,0,0,login,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-05-03,99,91,shop,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-04-12,0,0,login,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-06-18,0,0,login,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-04-20,32,12,shop,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-04-19,0,0,login,0
42,24,Female,Europe,1522,22,18,90,2022-03-24,2022-04-20,0,0,login,0
43,50,Female,Europe,911,17,13,65,2022-06-24,2022-06-29,0,0,login,0
43,50,Female,Europe,911,17,13,65,2022-06-24,2022-06-27,0,0,view_advert,42
43,50,Female,Europe,911,17,13,65,2022-06-24,2022-06-24,68,43,shop,0
43,50,Female,Europe,911,17,13,65,2022-06-24,2022-06-29,55,91,shop,0
43,50,Female,Europe,911,17,13,65,2022-06-24,2022-06-25,0,0,view_advert,95
43,50,Female,Europe,911,17,13,65,2022-06-24,2022-06-26,0,0,login,0
44,42,Female,Europe,2606,52,16,80,2022-05-11,2022-05-29,0,0,view_advert,87
44,42,Female,Europe,2606,52,16,80,2022-05-11,2022-06-07,70,75,shop,0
44,42,Female,Europe,2606,52,16,80,2022-05-11,2022-05-26,0,0,view_advert,15
44,42,Female,Europe,2606,52,16,80,2022-05-11,2022-05-11,0,0,login,0
44,42,Female,Europe,2606,52,16,80,2022-05-11,2022-06-01,0,0,login,0
44,42,Female,Europe,2606,52,16,80,2022-05-11,2022-05-25,0,0,login,0
44,42,Female,Europe,2606,52,16,80,2022-05-11,2022-05-26,0,0,login,0
44,42,Female,Europe,2606,52,16,80,2022-05-11,2022-06-03,92,18,shop,0
45,41,Male,Europe,2521,99,14,70,2022-05-01,2022-06-09,0,0,login,0
45,41,Male,Europe,2521,99,14,70,2022-05-01,2022-06-29,0,0,view_advert,46
45,41,Male,Europe,2521,99,14,70,2022-05-01,2022-06-06,0,0,login,0
45,41,Male,Europe,2521,99,14,70,2022-05-01,2022-06-20,0,0,login,0
