user_id,age,gender,location,time_spent,num_sessions,level,tasks_completed,registration_date,event_date,revenue,purchases,event_type,Earnings_advertisement
10,18,Male,Iceland,1373,75,3,15,2022-02-03,2022-05-17,37,98,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-06-17,68,12,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-04-14,38,73,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-05-15,50,75,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-06-10,100,87,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-03-29,0,0,view_advert,49
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-03-28,0,0,view_advert,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-05-11,10,56,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-05-06,13,20,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-04-01,89,10,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-05-14,100,98,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-03-15,90,29,shop,0
11,25,Female,Slovakia,121,88,24,120,2022-03-12,2022-06-17,0,0,login,0
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-04-02,0,0,login,0
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-05-09,0,0,login,0
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-04-28,3,58,shop,0
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-05-21,23,72,shop,0
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-04-17,0,0,view_advert,53
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-04-19,0,0,login,0
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-03-09,0,0,view_advert,9
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-06-14,0,0,login,0
12,47,Male,Monaco,2102,66,21,105,2022-02-16,2022-05-25,0,0,view_advert,94
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-04,0,0,view_advert,11
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-08,0,0,login,0
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-11,0,0,login,0
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-13,0,0,login,0
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-22,49,60,shop,0
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-05,33,62,shop,0
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-16,0,0,login,0
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-08,0,0,login,0
13,32,Female,Belgium,1316,65,19,95,2022-06-02,2022-06-26,0,0,view_advert,64
14,44,Male,Netherlands,745,77,29,145,2022-02-13,2022-06-07,69,0,shop,0
14,44,Male,Netherlands,745,77,29,145,2022-02-13,2022-04-29,7,36,shop,0
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-06-14,12,7,shop,0
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-06-24,0,0,view_advert,97
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-05-28,0,0,view_advert,3
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-06-06,76,72,shop,0
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-06-26,0,0,view_advert,64
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-06-25,0,0,login,0
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-06-14,0,0,view_advert,81
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-06-26,0,0,view_advert,73
15,50,Female,Estonia,259,44,37,185,2022-05-26,2022-06-06,0,0,view_advert,78
16,41,Male,Greece,1896,36,32,160,2022-02-22,2022-05-19,0,0,login,0
16,41,Male,Greece,1896,36,32,160,2022-02-22,2022-02-27,41,30,shop,0
16,41,Male,Greece,1896,36,32,160,2022-02-22,2022-04-14,89,17,shop,0
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-05-17,0,0,login,0
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-05-14,0,0,login,0
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-06-15,0,0,login,0
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-05-18,0,0,login,0
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-05-18,0,0,login,0
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-06-13,0,0,view_advert,3
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-06-20,28,46,shop,0
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-05-20,0,0,view_advert,49
17,23,Male,Sweden,378,98,33,165,2022-05-13,2022-05-23,9,7,shop,0
18,19,Male,Croatia,80,47,11,55,2022-03-15,2022-05-01,0,0,login,0
18,19,Male,Croatia,80,47,11,55,2022-03-15,2022-05-16,88,67,shop,0
18,19,Male,Croatia,80,47,11,55,2022-03-15,2022-03-27,50,68,shop,0
18,19,Male,Croatia,80,47,11,55,2022-03-15,2022-03-20,39,11,shop,0
18,19,Male,Croatia,80,47,11,55,2022-03-15,2022-04-13,0,0,login,0
19,50,Male,Spain,1626,61,12,60,2022-01-30,2022-03-03,0,0,login,0
19,50,Male,Spain,1626,61,12,60,2022-01-30,2022-06-27,0,0,login,0
19,50,Male,Spain,1626,61,12,60,2022-01-30,2022-03-27,94,6,shop,0
20,16,Male,Montenegro,3143,77,9,45,2022-02-07,2022-03-22,3,31,shop,0
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-02-22,0,0,view_advert,45
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-06-07,0,0,view_advert,4
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-01-18,70,30,shop,0
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-06-10,0,0,view_advert,1
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-03-20,93,92,shop,0
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-05-04,0,0,view_advert,57
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-03-27,0,0,view_advert,60
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-05-09,0,0,view_advert,51
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-02-09,0,0,login,0
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-04-21,73,46,shop,0
21,24,Male,Estonia,2278,27,23,115,2022-01-11,2022-06-07,0,0,view_advert,72
22,37,Female,Romania,2844,62,23,115,2022-02-04,2022-05-26,21,78,shop,0
22,37,Female,Romania,2844,62,23,115,2022-02-04,2022-04-11,0,0,login,0
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-04-05,0,0,login,0
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-05-04,9,6,shop,0
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-02-14,0,0,view_advert,34
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-05-29,0,0,login,0
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-02-17,0,0,view_advert,17
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-05-11,0,0,view_advert,31
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-03-05,100,32,shop,0
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-04-07,0,0,view_advert,78
23,32,Male,Luxembourg,1884,48,37,185,2022-02-10,2022-06-11,0,0,login,0
24,30,Female,Monaco,1707,4,23,115,2022-01-08,2022-04-11,37,59,shop,0
24,30,Female,Monaco,1707,4,23,115,2022-01-08,2022-04-29,0,0,login,0
24,30,Female,Monaco,1707,4,23,115,2022-01-08,2022-03-10,0,0,login,0
24,30,Female,Monaco,1707,4,23,115,2022-01-08,2022-02-13,0,0,view_advert,50
24,30,Female,Monaco,1707,4,23,115,2022-01-08,2022-04-30,0,0,login,0
24,30,Female,Monaco,1707,4,23,115,2022-01-08,2022-01-12,0,0,login,0
24,30,Female,Monaco,1707,4,23,115,2022-01-08,2022-02-19,0,0,login,0
24,30,Female,Monaco,1707,4,23,115,2022-01-08,2022-06-28,0,0,view_advert,20
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-06-05,0,0,view_advert,0
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-06-07,35,8,shop,0
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-06-11,0,0,view_advert,62
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-05-14,0,0,login,0
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-06-02,33,56,shop,0
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-05-15,0,0,view_advert,55
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-06-11,0,0,view_advert,23
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-05-14,0,0,login,0
25,23,Female,Belgium,2380,6,26,130,2022-04-16,2022-06-08,36,3,shop,0
26,32,Female,Netherlands,2924,6,10,50,2022-05-25,2022-06-11,0,0,login,0
26,32,Female,Netherlands,2924,6,10,50,2022-05-25,2022-05-29,0,0,login,0
26,32,Female,Netherlands,2924,6,10,50,2022-05-25,2022-06-29,62,84,shop,0
26,32,Female,Netherlands,2924,6,10,50,2022-05-25,2022-06-20,0,0,view_advert,51
26,32,Female,Netherlands,2924,6,10,50,2022-05-25,2022-06-07,0,0,view_advert,87
26,32,Female,Netherlands,2924,6,10,50,2022-05-25,2022-05-25,0,0,view_advert,10
27,49,Female,Moldova,2701,6,40,200,2022-02-22,2022-05-15,56,77,shop,0
27,49,Female,Moldova,2701,6,40,200,2022-02-22,2022-03-05,0,0,view_advert,17
27,49,Female,Moldova,2701,6,40,200,2022-02-22,2022-03-13,0,0,view_advert,49
28,35,Male,Austria,1547,43,26,130,2022-03-17,2022-05-07,0,0,login,0
28,35,Male,Austria,1547,43,26,130,2022-03-17,2022-06-12,0,0,view_advert,15
28,35,Male,Austria,1547,43,26,130,2022-03-17,2022-03-25,0,0,view_advert,42
28,35,Male,Austria,1547,43,26,130,2022-03-17,2022-04-03,0,0,view_advert,91
28,35,Male,Austria,1547,43,26,130,2022-03-17,2022-03-25,71,35,shop,0
28,35,Male,Austria,1547,43,26,130,2022-03-17,2022-04-10,0,0,view_advert,39
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-05-24,0,0,view_advert,77
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-06-27,59,42,shop,0
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-05-18,0,0,view_advert,18
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-05-12,0,0,view_advert,23
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-06-18,52,5,shop,0
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-04-27,0,0,login,0
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-05-17,51,45,shop,0
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-05-18,0,0,login,0
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-05-28,98,24,shop,0
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-06-25,9,43,shop,0
29,49,Female,Ukraine,2571,49,11,55,2022-04-27,2022-06-06,0,0,login,0
30,49,Female,Belgium,2190,88,26,130,2022-01-28,2022-02-07,0,0,view_advert,39
30,49,Female,Belgium,2190,88,26,130,2022-01-28,2022-03-11,0,0,view_advert,9
30,49,Female,Belgium,2190,88,26,130,2022-01-28,2022-04-12,0,0,view_advert,26
31,50,Female,Lithuania,358,21,37,185,2022-02-15,2022-06-07,0,0,login,0
31,50,Female,Lithuania,358,21,37,185,2022-02-15,2022-05-03,21,14,shop,0
32,23,Male,Montenegro,1714,53,39,195,2022-02-24,2022-05-22,72,92,shop,0
32,23,Male,Montenegro,1714,53,39,195,2022-02-24,2022-04-24,0,0,view_advert,44
32,23,Male,Montenegro,1714,53,39,195,2022-02-24,2022-03-22,4,94,shop,0
33,20,Male,Switzerland,2025,31,13,65,2022-03-21,2022-05-08,0,0,view_advert,50
33,20,Male,Switzerland,2025,31,13,65,2022-03-21,2022-04-07,71,84,shop,0
34,26,Female,Belgium,3329,18,7,35,2022-03-06,2022-04-30,1,37,shop,0
34,26,Female,Belgium,3329,18,7,35,2022-03-06,2022-05-20,89,8,shop,0
35,46,Male,North Macedonia,1081,86,26,130,2022-03-05,2022-05-03,63,41,shop,0
35,46,Male,North Macedonia,1081,86,26,130,2022-03-05,2022-03-10,0,0,login,0
35,46,Male,North Macedonia,1081,86,26,130,2022-03-05,2022-03-29,21,88,shop,0
35,46,Male,North Macedonia,1081,86,26,130,2022-03-05,2022-03-09,97,34,shop,0
35,46,Male,North Macedonia,1081,86,26,130,2022-03-05,2022-03-23,2,49,shop,0
35,46,Male,North Macedonia,1081,86,26,130,2022-03-05,2022-04-21,0,0,view_advert,39
35,46,Male,North Macedonia,1081,86,26,130,2022-03-05,2022-05-09,0,0,view_advert,88
36,31,Male,Albania,370,90,35,175,2022-06-13,2022-06-16,0,0,login,0
36,31,Male,Albania,370,90,35,175,2022-06-13,2022-06-25,0,0,view_advert,86
36,31,Male,Albania,370,90,35,175,2022-06-13,2022-06-29,0,0,view_advert,45
36,31,Male,Albania,370,90,35,175,2022-06-13,2022-06-24,0,0,view_advert,48
36,31,Male,Albania,370,90,35,175,2022-06-13,2022-06-18,70,77,shop,0
36,31,Male,Albania,370,90,35,175,2022-06-13,2022-06-21,0,0,login,0
36,31,Male,Albania,370,90,35,175,2022-06-13,2022-06-15,0,0,view_advert,69
37,17,Female,Serbia,2240,69,5,25,2022-06-18,2022-06-21,0,0,login,0
37,17,Female,Serbia,2240,69,5,25,2022-06-18,2022-06-20,0,0,login,0
37,17,Female,Serbia,2240,69,5,25,2022-06-18,2022-06-20,0,0,login,0
37,17,Female,Serbia,2240,69,5,25,2022-06-18,2022-06-26,36,60,shop,0
37,17,Female,Serbia,2240,69,5,25,2022-06-18,2022-06-28,0,0,login,0
37,17,Female,Serbia,2240,69,5,25,2022-06-18,2022-06-19,0,0,view_advert,66
38,30,Female,Bosnia and Herzegovina,3148,41,17,85,2022-05-16,2022-05-26,0,0,login,0
38,30,Female,Bosnia and Herzegovina,3148,41,17,85,2022-05-16,2022-06-22,97,64,shop,0
38,30,Female,Bosnia and Herzegovina,3148,41,17,85,2022-05-16,2022-06-24,48,77,shop,0
38,30,Female,Bosnia and Herzegovina,3148,41,17,85,2022-05-16,2022-05-16,65,85,shop,0
38,30,Female,Bosnia and Herzegovina,3148,41,17,85,2022-05-16,2022-06-26,0,0,view_advert,78
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-04-29,0,0,view_advert,17
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-02-26,90,15,shop,0
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-01-30,0,0,login,0
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-04-09,0,0,view_advert,82
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-06-10,0,0,view_advert,29
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-04-02,0,0,login,0
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-01-28,0,0,view_advert,81
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-01-26,0,0,login,0
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-03-30,8,86,shop,0
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-04-06,30,13,shop,0
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-03-27,0,0,view_advert,54
39,43,Female,Liechtenstein,3171,26,22,110,2022-01-23,2022-06-08,0,0,view_advert,90
40,21,Male,Spain,859,73,40,200,2022-03-25,2022-05-07,18,27,shop,0
40,21,Male,Spain,859,73,40,200,2022-03-25,2022-05-16,85,94,shop,0
41,26,Male,Luxembourg,1511,98,7,35,2022-03-24,2022-06-14,0,0,login,0
41,26,Male,Luxembourg,1511,98,7,35,2022-03-24,2022-04-17,92,38,shop,0
41,26,Male,Luxembourg,1511,98,7,35,2022-03-24,2022-04-18,22,90,shop,0
41,26,Male,Luxembourg,1511,98,7,35,2022-03-24,2022-05-06,51,64,shop,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-04-19,0,0,login,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-04-09,0,0,view_advert,13
42,38,Male,France,1,65,34,170,2022-03-24,2022-04-15,0,0,login,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-04-04,0,0,login,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-06-26,0,0,login,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-05-06,0,0,view_advert,48
42,38,Male,France,1,65,34,170,2022-03-24,2022-03-24,81,38,shop,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-05-24,0,0,view_advert,20
42,38,Male,France,1,65,34,170,2022-03-24,2022-04-11,0,0,login,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-04-17,0,0,login,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-05-06,78,61,shop,0
42,38,Male,France,1,65,34,170,2022-03-24,2022-06-18,70,0,shop,0
43,21,Female,San Marino,2968,3,39,195,2022-06-19,2022-06-28,0,0,login,0
43,21,Female,San Marino,2968,3,39,195,2022-06-19,2022-06-27,0,0,login,0
43,21,Female,San Marino,2968,3,39,195,2022-06-19,2022-06-27,0,0,login,0
43,21,Female,San Marino,2968,3,39,195,2022-06-19,2022-06-28,0,0,view_advert,88
43,21,Female,San Marino,2968,3,39,195,2022-06-19,2022-06-22,38,72,shop,0
43,21,Female,San Marino,2968,3,39,195,2022-06-19,2022-06-24,0,0,login,0
43,21,Female,San Marino,2968,3,39,195,2022-06-19,2022-06-24,0,0,login,0
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-27,0,0,view_advert,10
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-29,0,0,login,0
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-28,73,60,shop,0
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-27,0,0,login,0
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-28,23,96,shop,0
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-27,46,81,shop,0
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-27,0,0,view_advert,38
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-29,0,0,login,0
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-28,0,0,view_advert,26
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-28,0,0,view_advert,33
44,46,Male,Bosnia and Herzegovina,655,92,26,130,2022-06-27,2022-06-28,0,0,view_advert,100
45,41,Female,Kosovo,1953,7,27,135,2022-05-29,2022-06-06,64,74,shop,0
45,41,Female,Kosovo,1953,7,27,135,2022-05-29,2022-06-06,0,0,view_advert,18
45,41,Female,Kosovo,1953,7,27,135,2022-05-29,2022-06-09,0,0,login,0
45,41,Female,Kosovo,1953,7,27,135,2022-05-29,2022-05-31,0,0,login,0
45,41,Female,Kosovo,1953,7,27,135,2022-05-29,2022-06-17,0,0,login,0
46,50,Male,Czech Republic,2058,7,39,195,2022-01-28,2022-05-12,41,99,shop,0
46,50,Male,Czech Republic,2058,7,39,195,2022-01-28,2022-05-14,27,3,shop,0
46,50,Male,Czech Republic,2058,7,39,195,2022-01-28,2022-06-02,0,0,login,0
46,50,Male,Czech Republic,2058,7,39,195,2022-01-28,2022-05-31,0,0,view_advert,20
46,50,Male,Czech Republic,2058,7,39,195,2022-01-28,2022-06-20,74,33,shop,0
46,50,Male,Czech Republic,2058,7,39,195,2022-01-28,2022-02-28,0,0,login,0
46,50,Male,Czech Republic,2058,7,39,195,2022-01-28,2022-05-28,83,88,shop,0
46,50,Male,Czech Republic,2058,7,39,195,2022-01-28,2022-04-12,0,0,login,0
47,29,Male,Albania,2476,68,11,55,2022-02-14,2022-06-19,23,26,shop,0
47,29,Male,Albania,2476,68,11,55,2022-02-14,2022-04-15,0,0,login,0
47,29,Male,Albania,2476,68,11,55,2022-02-14,2022-03-17,0,0,view_advert,98
47,29,Male,Albania,2476,68,11,55,2022-02-14,2022-05-18,0,0,view_advert,50
47,29,Male,Albania,2476,68,11,55,2022-02-14,2022-03-09,74,6,shop,0
48,21,Female,Ukraine,432,88,20,100,2022-03-28,2022-05-14,73,77,shop,0
48,21,Female,Ukraine,432,88,20,100,2022-03-28,2022-05-26,0,69,shop,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-06-08,0,0,login,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-05-26,43,42,shop,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-05-07,22,57,shop,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-05-01,0,0,view_advert,57
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-03-08,0,0,view_advert,3
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-04-04,5,46,shop,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-06-12,0,0,login,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-04-17,0,0,login,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-03-09,0,0,login,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-04-29,21,73,shop,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-06-25,0,0,login,0
49,18,Female,Bosnia and Herzegovina,2093,72,26,130,2022-03-06,2022-05-26,45,67,shop,0
50,45,Male,Belgium,3278,75,12,60,2022-03-01,2022-03-31,0,0,login,0
